,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2025-01-01 05:00:00+00:00,10000.00,0.00,10000.00,USD,SIM-001,MARGIN,USD,[],True,{}
2025-01-07 08:00:00+00:00,9997.92,0.00,9997.92,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-07 12:00:00+00:00,9670.84,312.94,9357.90,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '312.94', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-08 18:00:00+00:00,9668.78,0.00,9668.78,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-10 05:00:00+00:00,9390.72,309.68,9081.04,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '309.68', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-10 08:00:00+00:00,9388.66,0.00,9388.66,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-10 13:00:00+00:00,8900.61,309.39,8591.22,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '309.39', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-13 14:00:00+00:00,8898.57,0.00,8898.57,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-15 03:00:00+00:00,9832.51,306.55,9525.96,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '306.55', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-15 13:00:00+00:00,9830.44,0.00,9830.44,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-15 15:00:00+00:00,9433.38,310.64,9122.74,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '310.64', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-16 16:00:00+00:00,9431.32,0.00,9431.32,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-17 04:00:00+00:00,9344.26,309.36,9034.90,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '309.36', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-17 11:00:00+00:00,9342.20,0.00,9342.20,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-17 12:00:00+00:00,9233.14,309.42,8923.72,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '309.42', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-20 03:00:00+00:00,9231.08,0.00,9231.08,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-21 00:00:00+00:00,9817.01,309.45,9507.56,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '309.45', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-21 16:00:00+00:00,9814.92,0.00,9814.92,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-22 02:00:00+00:00,9714.84,312.97,9401.87,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '312.97', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-22 09:00:00+00:00,9712.75,0.00,9712.75,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-22 14:00:00+00:00,9503.66,313.69,9189.97,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '313.69', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-23 14:00:00+00:00,9501.58,0.00,9501.58,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-23 15:00:00+00:00,9380.50,312.54,9067.96,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '312.54', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-23 16:00:00+00:00,9378.42,0.00,9378.42,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-24 20:00:00+00:00,10131.32,312.87,9818.45,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '312.87', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-27 11:00:00+00:00,10129.22,0.00,10129.22,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-27 17:00:00+00:00,9896.12,315.67,9580.45,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '315.67', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-28 16:00:00+00:00,9894.03,0.00,9894.03,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-29 09:00:00+00:00,9674.95,313.03,9361.92,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '313.03', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-29 16:00:00+00:00,9672.87,0.00,9672.87,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-30 09:00:00+00:00,9551.79,312.84,9238.95,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '312.84', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-30 13:00:00+00:00,9549.70,0.00,9549.70,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-30 21:00:00+00:00,8905.62,313.99,8591.63,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '313.99', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-31 07:00:00+00:00,8903.54,0.00,8903.54,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-31 08:00:00+00:00,8696.46,312.45,8384.01,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '312.45', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-01-31 15:00:00+00:00,8694.38,0.00,8694.38,USD,SIM-001,MARGIN,USD,[],False,{}
2025-01-31 21:00:00+00:00,8315.31,312.22,8003.09,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '312.22', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-03 12:00:00+00:00,8313.26,0.00,8313.26,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-05 01:00:00+00:00,9493.18,307.96,9185.22,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '307.96', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-05 08:00:00+00:00,9491.10,0.00,9491.10,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-05 16:00:00+00:00,9630.02,312.38,9317.64,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '312.38', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-06 18:00:00+00:00,9627.94,0.00,9627.94,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-07 12:00:00+00:00,9475.86,311.99,9163.87,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '311.99', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-10 08:00:00+00:00,9473.80,0.00,9473.80,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-12 05:00:00+00:00,9834.73,309.93,9524.80,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '309.93', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-12 07:00:00+00:00,9832.65,0.00,9832.65,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-12 13:00:00+00:00,9433.58,311.51,9122.07,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '311.51', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-12 17:00:00+00:00,9431.49,0.00,9431.49,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-12 22:00:00+00:00,9007.41,313.10,8694.31,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '313.10', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-13 02:00:00+00:00,9005.33,0.00,9005.33,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-13 10:00:00+00:00,9122.25,312.42,8809.83,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '312.42', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-13 20:00:00+00:00,9120.16,0.00,9120.16,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-14 05:00:00+00:00,9031.07,314.15,8716.92,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '314.15', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-14 09:00:00+00:00,9028.97,0.00,9028.97,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-14 10:00:00+00:00,8872.88,314.71,8558.17,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '314.71', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-14 14:00:00+00:00,8870.78,0.00,8870.78,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-14 20:00:00+00:00,8714.68,315.50,8399.18,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '315.50', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-18 23:00:00+00:00,8712.59,0.00,8712.59,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-19 09:00:00+00:00,8536.50,313.72,8222.78,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '313.72', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-19 21:00:00+00:00,8534.41,0.00,8534.41,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-21 05:00:00+00:00,9233.31,313.00,8920.31,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '313.00', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-24 00:00:00+00:00,9231.21,0.00,9231.21,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-24 08:00:00+00:00,8987.11,315.40,8671.71,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '315.40', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-25 03:00:00+00:00,8985.01,0.00,8985.01,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-26 03:00:00+00:00,9301.91,314.48,8987.43,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '314.48', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-27 09:00:00+00:00,9299.81,0.00,9299.81,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-27 13:00:00+00:00,8706.72,314.77,8391.95,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '314.77', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-02-28 06:00:00+00:00,8704.64,0.00,8704.64,USD,SIM-001,MARGIN,USD,[],False,{}
2025-02-28 19:00:00+00:00,8519.57,311.86,8207.71,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '311.86', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-03 00:00:00+00:00,8517.49,0.00,8517.49,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-04 01:00:00+00:00,9291.39,312.58,8978.81,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '312.58', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-04 09:00:00+00:00,9289.29,0.00,9289.29,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-05 06:00:00+00:00,10484.16,315.67,10168.49,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '315.67', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-05 07:00:00+00:00,10482.02,0.00,10482.02,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-06 00:00:00+00:00,11690.86,320.52,11370.34,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '320.52', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-07 07:00:00+00:00,11688.69,0.00,11688.69,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-07 17:00:00+00:00,11815.52,325.21,11490.31,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '325.21', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-11 00:00:00+00:00,11813.35,0.00,11813.35,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-11 21:00:00+00:00,12403.17,325.88,12077.29,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '325.88', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-13 22:00:00+00:00,12401.00,0.00,12401.00,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-14 01:00:00+00:00,12280.83,325.88,11954.95,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '325.88', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-14 05:00:00+00:00,12278.66,0.00,12278.66,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-17 05:00:00+00:00,12536.48,325.84,12210.64,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '325.84', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-17 09:00:00+00:00,12534.30,0.00,12534.30,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-18 00:00:00+00:00,12710.12,327.27,12382.85,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '327.27', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-18 08:00:00+00:00,12707.93,0.00,12707.93,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-18 11:00:00+00:00,12346.75,328.88,12017.87,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '328.88', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-18 17:00:00+00:00,12344.56,0.00,12344.56,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-19 00:00:00+00:00,12210.37,328.77,11881.60,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '328.77', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-19 20:00:00+00:00,12208.19,0.00,12208.19,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-20 07:00:00+00:00,11969.01,327.41,11641.60,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '327.41', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-20 19:00:00+00:00,11966.84,0.00,11966.84,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-21 05:00:00+00:00,11717.67,325.92,11391.75,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '325.92', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-21 07:00:00+00:00,11715.50,0.00,11715.50,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-21 15:00:00+00:00,11432.34,325.42,11106.92,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '325.42', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-24 00:00:00+00:00,11430.17,0.00,11430.17,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-24 13:00:00+00:00,11018.01,325.42,10692.59,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '325.42', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-25 01:00:00+00:00,11015.85,0.00,11015.85,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-25 08:00:00+00:00,10896.69,324.37,10572.32,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '324.37', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-25 09:00:00+00:00,10894.53,0.00,10894.53,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-25 19:00:00+00:00,10834.37,324.33,10510.04,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '324.33', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-26 08:00:00+00:00,10832.21,0.00,10832.21,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-26 13:00:00+00:00,10574.05,324.26,10249.79,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '324.26', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-26 14:00:00+00:00,10571.89,0.00,10571.89,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-26 15:00:00+00:00,10476.73,324.01,10152.72,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '324.01', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-26 16:00:00+00:00,10474.57,0.00,10474.57,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-26 17:00:00+00:00,10170.42,323.91,9846.51,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '323.91', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-27 02:00:00+00:00,10168.26,0.00,10168.26,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-28 03:00:00+00:00,10318.10,323.59,9994.51,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '323.59', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-03-28 13:00:00+00:00,10315.94,0.00,10315.94,USD,SIM-001,MARGIN,USD,[],False,{}
2025-03-31 07:00:00+00:00,10512.77,324.65,10188.12,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '324.65', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-04-01 00:00:00+00:00,10510.60,0.00,10510.60,USD,SIM-001,MARGIN,USD,[],False,{}
2025-04-01 05:00:00+00:00,10332.44,325.07,10007.37,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '325.07', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-04-01 23:00:00+00:00,10330.28,0.00,10330.28,USD,SIM-001,MARGIN,USD,[],False,{}
2025-04-03 17:00:00+00:00,12650.07,324.16,12325.91,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '324.16', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-04-07 05:00:00+00:00,12647.87,0.00,12647.87,USD,SIM-001,MARGIN,USD,[],False,{}
