,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2025-10-02 13:00:00+00:00,20808.92,352.47,20456.45,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '352.47', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-03 00:00:00+00:00,20806.57,0.00,20806.57,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-05 23:00:00+00:00,20680.23,352.06,20328.17,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '352.06', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-06 14:00:00+00:00,20677.89,0.00,20677.89,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-07 05:00:00+00:00,20428.55,351.85,20076.70,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '351.85', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-08 10:00:00+00:00,20426.22,0.00,20426.22,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-09 07:00:00+00:00,20207.90,349.31,19858.59,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.31', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-10 01:00:00+00:00,20205.59,0.00,20205.59,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-13 07:00:00+00:00,20565.27,347.25,20218.02,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '347.25', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-14 02:00:00+00:00,20562.95,0.00,20562.95,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-14 07:00:00+00:00,20306.64,347.57,19959.07,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '347.57', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-14 13:00:00+00:00,20304.32,0.00,20304.32,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-15 11:00:00+00:00,20760.00,347.57,20412.43,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '347.57', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-15 20:00:00+00:00,20757.67,0.00,20757.67,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-16 06:00:00+00:00,20809.34,349.80,20459.54,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.80', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-16 16:00:00+00:00,20807.00,0.00,20807.00,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-17 08:00:00+00:00,21009.66,350.66,20659.00,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '350.66', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-21 00:00:00+00:00,21007.33,0.00,21007.33,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-21 02:00:00+00:00,20815.00,349.93,20465.07,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.93', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-21 22:00:00+00:00,20812.68,0.00,20812.68,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-22 10:00:00+00:00,20662.36,348.34,20314.02,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '348.34', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-22 14:00:00+00:00,20660.04,0.00,20660.04,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-23 02:00:00+00:00,20509.72,348.66,20161.06,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '348.66', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-23 13:00:00+00:00,20507.40,0.00,20507.40,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-24 03:00:00+00:00,20532.08,348.54,20183.54,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '348.54', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-24 12:00:00+00:00,20529.75,0.00,20529.75,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-27 04:00:00+00:00,20432.42,349.35,20083.07,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.35', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-27 10:00:00+00:00,20430.09,0.00,20430.09,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-27 16:00:00+00:00,20386.76,349.60,20037.16,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.60', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-27 18:00:00+00:00,20384.43,0.00,20384.43,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-28 07:00:00+00:00,20409.10,349.88,20059.22,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.88', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-29 14:00:00+00:00,20406.77,0.00,20406.77,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-29 18:00:00+00:00,19849.45,349.84,19499.61,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.84', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-30 04:00:00+00:00,19847.12,0.00,19847.12,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-30 11:00:00+00:00,19493.80,349.31,19144.49,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.31', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-10-30 23:00:00+00:00,19491.48,0.00,19491.48,USD,SIM-001,MARGIN,USD,[],False,{}
2025-10-31 13:00:00+00:00,19182.17,347.49,18834.68,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '347.49', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-03 03:00:00+00:00,19179.86,0.00,19179.86,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-03 11:00:00+00:00,19004.56,346.33,18658.23,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '346.33', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-03 12:00:00+00:00,19002.26,0.00,19002.26,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-03 13:00:00+00:00,18933.96,345.85,18588.11,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '345.85', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-03 15:00:00+00:00,18931.65,0.00,18931.65,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-04 11:00:00+00:00,18571.35,346.09,18225.26,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '346.09', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-04 23:00:00+00:00,18569.05,0.00,18569.05,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-07 01:00:00+00:00,19096.74,344.86,18751.88,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '344.86', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-07 12:00:00+00:00,19094.43,0.00,19094.43,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-07 20:00:00+00:00,19172.12,347.01,18825.11,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '347.01', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-11 09:00:00+00:00,19169.81,0.00,19169.81,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-11 22:00:00+00:00,19341.49,347.37,18994.12,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '347.37', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-12 15:00:00+00:00,19339.17,0.00,19339.17,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-13 00:00:00+00:00,19189.85,348.18,18841.67,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '348.18', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-13 07:00:00+00:00,19187.53,0.00,19187.53,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-13 23:00:00+00:00,19360.20,348.71,19011.49,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '348.71', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-17 22:00:00+00:00,19357.88,0.00,19357.88,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-18 11:00:00+00:00,19301.56,348.06,18953.50,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '348.06', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-18 12:00:00+00:00,19299.24,0.00,19299.24,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-18 16:00:00+00:00,19162.92,348.10,18814.82,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '348.10', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-19 03:00:00+00:00,19160.60,0.00,19160.60,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-19 09:00:00+00:00,19078.28,347.81,18730.47,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '347.81', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-19 11:00:00+00:00,19075.96,0.00,19075.96,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-19 13:00:00+00:00,18939.64,347.94,18591.70,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '347.94', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-20 08:00:00+00:00,18937.34,0.00,18937.34,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-21 10:00:00+00:00,18909.04,345.97,18563.07,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '345.97', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-24 02:00:00+00:00,18906.74,0.00,18906.74,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-24 17:00:00+00:00,18931.44,345.81,18585.63,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '345.81', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-25 08:00:00+00:00,18929.13,0.00,18929.13,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-26 07:00:00+00:00,19407.81,346.25,19061.56,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '346.25', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-26 17:00:00+00:00,19405.49,0.00,19405.49,USD,SIM-001,MARGIN,USD,[],False,{}
2025-11-27 05:00:00+00:00,19497.17,348.14,19149.03,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '348.14', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-11-28 15:00:00+00:00,19494.85,0.00,19494.85,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-01 18:00:00+00:00,19546.53,348.54,19197.99,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '348.54', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-02 13:00:00+00:00,19544.21,0.00,19544.21,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-02 15:00:00+00:00,19433.89,348.83,19085.06,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '348.83', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-02 19:00:00+00:00,19431.56,0.00,19431.56,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-03 22:00:00+00:00,19917.22,349.03,19568.19,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.03', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-04 11:00:00+00:00,19914.88,0.00,19914.88,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-04 12:00:00+00:00,19803.55,350.74,19452.81,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '350.74', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-05 05:00:00+00:00,19801.22,0.00,19801.22,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-05 11:00:00+00:00,19662.89,350.13,19312.76,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '350.13', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-08 00:00:00+00:00,19660.56,0.00,19660.56,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-08 13:00:00+00:00,19630.23,349.84,19280.39,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.84', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-09 01:00:00+00:00,19627.90,0.00,19627.90,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-09 13:00:00+00:00,19516.57,349.72,19166.85,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.72', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-10 05:00:00+00:00,19514.24,0.00,19514.24,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-11 06:00:00+00:00,20110.90,349.23,19761.67,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '349.23', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-11 11:00:00+00:00,20108.56,0.00,20108.56,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-11 21:00:00+00:00,20353.21,351.73,20001.48,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '351.73', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-15 11:00:00+00:00,20350.86,0.00,20350.86,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-15 19:00:00+00:00,20361.51,352.80,20008.71,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '352.80', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-16 11:00:00+00:00,20359.16,0.00,20359.16,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-16 18:00:00+00:00,20259.81,353.22,19906.59,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '353.22', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-17 14:00:00+00:00,20257.46,0.00,20257.46,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-18 08:00:00+00:00,20144.11,352.60,19791.51,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '352.60', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-19 00:00:00+00:00,20141.76,0.00,20141.76,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-19 04:00:00+00:00,20043.42,352.14,19691.28,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '352.14', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-19 13:00:00+00:00,20041.08,0.00,20041.08,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-19 22:00:00+00:00,19969.74,351.89,19617.85,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '351.89', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-22 00:00:00+00:00,19967.40,0.00,19967.40,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-23 13:00:00+00:00,20559.04,351.81,20207.23,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '351.81', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-23 23:00:00+00:00,20556.68,0.00,20556.68,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-24 03:00:00+00:00,20485.32,354.18,20131.14,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '354.18', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-25 22:00:00+00:00,20482.96,0.00,20482.96,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-26 06:00:00+00:00,20424.60,353.80,20070.80,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '353.80', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-26 13:00:00+00:00,20422.24,0.00,20422.24,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-26 16:00:00+00:00,20156.89,354.09,19802.80,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '354.09', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-29 00:00:00+00:00,20154.53,0.00,20154.53,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-29 04:00:00+00:00,19986.18,353.76,19632.42,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '353.76', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-29 08:00:00+00:00,19983.82,0.00,19983.82,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-29 11:00:00+00:00,19787.47,353.88,19433.59,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '353.88', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-29 14:00:00+00:00,19785.11,0.00,19785.11,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-29 16:00:00+00:00,19532.76,353.84,19178.92,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '353.84', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-29 21:00:00+00:00,19530.40,0.00,19530.40,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-30 09:00:00+00:00,19472.05,353.55,19118.50,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '353.55', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-30 10:00:00+00:00,19469.69,0.00,19469.69,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-30 11:00:00+00:00,19397.34,353.55,19043.79,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '353.55', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
2025-12-31 11:00:00+00:00,19394.99,0.00,19394.99,USD,SIM-001,MARGIN,USD,[],False,{}
2025-12-31 23:00:00+00:00,19378.64,352.76,19025.88,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '352.76', 'currency': 'USD', 'instrument_id': 'EUR/USD.SIM'}]",False,{}
